Number Of Letters,Number of Sentences,Number of Tokens,Number of Unique Words,Number of syllables,Number of Tokens with More Than 2 Syllables,Mean Sentence Length in Letters,Mean Sentence Length in Syllables,Mean Sentence Length in Tokens,Number of Word Tokens (excluding punctuation and numbers),Number of Word Tokens (including Punctuation and Numbers),Number of Word Types,Number of Word Types (excluding Punctuation and numbers),Number of Word Types (including Punctuation and Numbers),Number of Word Types with More Than 2 Syllables,Percentage of Tokens with More Than 2 Syllables,Percentage of Word Types with More Than 2 Syllables,Proficiency
428,8,93,59,186,56,53.5,23.25,11.625,93,107,72,72,76,52,0.602150537634409,0.693333333333333,1
233,5,51,39,104,28,46.6,20.8,10.2,51,57,43,44,46,28,0.549019607843137,0.622222222222222,1
203,5,56,26,96,27,40.6,19.2,11.2,55,61,36,35,37,23,0.482142857142857,0.605263157894737,1
293,4,77,39,132,41,73.25,33,19.25,75,86,53,51,55,38,0.532467532467532,0.678571428571429,1
668,9,160,65,299,94,74.2222222222222,33.2222222222222,17.7777777777778,159,176,94,94,97,70,0.5875,0.686274509803922,1
203,4,49,32,88,28,50.75,22,12.25,48,57,37,37,41,25,0.571428571428571,0.657894736842105,1
863,10,202,84,383,111,86.3,38.3,20.2,202,223,115,115,118,93,0.54950495049505,0.75609756097561,1
398,10,90,53,172,54,39.8,17.2,9,90,104,64,66,70,47,0.6,0.701492537313433,1
328,9,78,43,144,39,36.4444444444444,16,8.66666666666667,78,90,55,56,60,34,0.5,0.586206896551724,1
355,4,88,52,155,45,88.75,38.75,22,88,97,64,64,66,43,0.511363636363636,0.651515151515151,1
666,9,151,78,289,84,74,32.1111111111111,16.7777777777778,151,166,97,99,101,77,0.556291390728477,0.740384615384615,1
1063,19,265,94,460,135,55.9473684210526,24.2105263157895,13.9473684210526,265,307,139,141,145,102,0.509433962264151,0.684563758389262,1
633,10,141,63,271,80,63.3,27.1,14.1,140,163,87,87,92,64,0.567375886524823,0.688172043010753,1
355,9,81,39,157,48,39.4444444444444,17.4444444444444,9,81,95,50,51,55,38,0.592592592592593,0.716981132075472,1
263,4,65,41,109,31,65.75,27.25,16.25,65,73,48,49,51,28,0.476923076923077,0.56,1
595,9,149,56,264,80,66.1111111111111,29.3333333333333,16.5555555555556,149,162,81,81,83,61,0.536912751677852,0.717647058823529,1
265,7,65,41,114,34,37.8571428571429,16.2857142857143,9.28571428571429,65,72,50,50,53,30,0.523076923076923,0.576923076923077,1
718,10,169,73,304,98,71.8,30.4,16.9,169,188,103,103,107,83,0.579881656804734,0.754545454545455,1
549,13,124,66,230,80,42.2307692307692,17.6923076923077,9.53846153846154,123,139,84,84,88,65,0.645161290322581,0.730337078651685,1
723,9,173,74,327,105,80.3333333333333,36.3333333333333,19.2222222222222,173,202,100,102,106,80,0.606936416184971,0.761904761904762,1
880,14,200,78,372,114,62.8571428571429,26.5714285714286,14.2857142857143,199,228,111,111,116,79,0.57,0.663865546218487,1
595,4,143,60,266,81,148.75,66.5,35.75,143,157,83,83,85,61,0.566433566433566,0.709302325581395,1
385,3,104,44,164,49,128.333333333333,54.6666666666667,34.6666666666667,101,116,66,63,71,41,0.471153846153846,0.594202898550725,1
411,6,102,52,186,54,68.5,31,17,102,112,66,67,71,46,0.529411764705882,0.666666666666667,1
554,12,141,57,256,72,46.1666666666667,21.3333333333333,11.75,141,163,75,77,81,59,0.51063829787234,0.710843373493976,1
500,7,125,60,228,63,71.4285714285714,32.5714285714286,17.8571428571429,125,140,75,75,80,56,0.504,0.727272727272727,1
517,10,120,64,236,69,51.7,23.6,12,120,142,81,82,87,58,0.575,0.674418604651163,1
354,8,90,32,157,46,44.25,19.625,11.25,90,110,48,48,51,36,0.511111111111111,0.692307692307692,1
283,7,67,46,119,33,40.4285714285714,17,9.57142857142857,67,75,54,54,56,31,0.492537313432836,0.553571428571429,1
441,9,99,58,184,62,49,20.4444444444444,11,99,115,73,73,77,54,0.626262626262626,0.710526315789474,1
591,11,135,75,264,84,53.7272727272727,24,12.2727272727273,135,167,93,93,101,71,0.622222222222222,0.75531914893617,1
314,6,100,38,148,41,52.3333333333333,24.6666666666667,16.6666666666667,100,116,53,53,57,37,0.41,0.660714285714286,1
420,9,107,51,189,54,46.6666666666667,21,11.8888888888889,107,126,66,68,72,48,0.504672897196262,0.657534246575342,1
428,6,100,38,185,48,71.3333333333333,30.8333333333333,16.6666666666667,99,112,56,56,59,37,0.48,0.616666666666667,1
991,11,226,76,425,123,90.0909090909091,38.6363636363636,20.5454545454545,225,260,114,114,120,90,0.544247787610619,0.737704918032787,1
645,6,158,73,294,88,107.5,49,26.3333333333333,158,182,95,97,102,74,0.556962025316456,0.74,1
905,11,189,89,390,97,82.2727272727273,35.4545454545455,17.1818181818182,175,222,123,111,128,87,0.513227513227513,0.674418604651163,1
332,7,81,57,148,42,47.4285714285714,21.1428571428571,11.5714285714286,81,91,63,63,65,42,0.518518518518518,0.65625,1
1061,11,237,84,449,138,96.4545454545455,40.8181818181818,21.5454545454545,237,267,116,119,124,92,0.582278481012658,0.73015873015873,1
481,7,133,55,206,55,68.7142857142857,29.4285714285714,19,132,148,74,76,82,47,0.413533834586466,0.55952380952381,1
990,13,196,94,424,106,76.1538461538462,32.6153846153846,15.0769230769231,188,234,126,119,133,93,0.540816326530612,0.699248120300752,1
691,15,186,71,314,82,46.0666666666667,20.9333333333333,12.4,185,223,94,94,100,67,0.440860215053763,0.67,1
405,6,109,47,187,53,67.5,31.1666666666667,18.1666666666667,109,125,68,69,72,44,0.486238532110092,0.628571428571429,1
629,4,142,50,260,74,157.25,65,35.5,142,160,81,82,87,52,0.52112676056338,0.611764705882353,1
712,8,167,69,297,80,89,37.125,20.875,167,185,91,92,97,65,0.479041916167665,0.691489361702128,1
684,11,166,82,300,78,62.1818181818182,27.2727272727273,15.0909090909091,164,186,102,102,108,71,0.469879518072289,0.651376146788991,1
887,12,206,90,390,117,73.9166666666667,32.5,17.1666666666667,206,231,117,120,125,93,0.567961165048544,0.75,1
1528,18,378,152,664,203,84.8888888888889,36.8888888888889,21,378,428,200,202,211,159,0.537037037037037,0.757142857142857,1
857,10,207,82,400,95,85.7,40,20.7,207,241,105,107,114,79,0.458937198067633,0.718181818181818,1
655,10,134,71,276,71,65.5,27.6,13.4,124,154,94,84,100,63,0.529850746268657,0.65625,1
537,9,112,57,244,65,59.6666666666667,27.1111111111111,12.4444444444444,110,127,74,73,79,57,0.580357142857143,0.75,1
865,11,192,86,377,93,78.6363636363636,34.2727272727273,17.4545454545455,183,215,117,109,122,80,0.484375,0.666666666666667,1
651,12,139,64,278,73,54.25,23.1666666666667,11.5833333333333,133,166,93,88,99,64,0.525179856115108,0.666666666666667,1
1089,12,261,104,486,148,90.75,40.5,21.75,261,318,145,147,152,109,0.567049808429119,0.698717948717949,1
1491,17,359,113,665,199,87.7058823529412,39.1176470588235,21.1176470588235,359,405,166,168,174,135,0.554317548746518,0.76271186440678,1
828,18,166,90,351,90,46,19.5,9.22222222222222,158,191,117,110,122,83,0.542168674698795,0.680327868852459,1
757,9,172,83,327,106,84.1111111111111,36.3333333333333,19.1111111111111,171,205,106,107,112,89,0.616279069767442,0.794642857142857,1
341,8,83,39,159,46,42.625,19.875,10.375,83,96,50,53,58,37,0.55421686746988,0.649122807017544,1
384,5,93,47,165,54,76.8,33,18.6,92,104,64,64,68,47,0.580645161290323,0.671428571428571,1
809,12,191,76,367,118,67.4166666666667,30.5833333333333,15.9166666666667,191,218,101,103,107,85,0.617801047120419,0.787037037037037,1
934,8,237,82,417,130,116.75,52.125,29.625,237,292,118,118,123,92,0.548523206751055,0.747967479674797,1
976,7,252,82,446,140,139.428571428571,63.7142857142857,36,252,306,120,124,130,96,0.555555555555556,0.744186046511628,1
929,20,226,69,405,113,46.45,20.25,11.3,226,263,103,105,107,77,0.5,0.693693693693694,1
923,16,245,70,420,127,57.6875,26.25,15.3125,238,272,114,108,118,88,0.518367346938776,0.721311475409836,1
639,16,156,72,288,87,39.9375,18,9.75,156,178,97,97,100,75,0.557692307692308,0.721153846153846,1
566,7,136,61,247,67,80.8571428571429,35.2857142857143,19.4285714285714,135,152,84,84,89,60,0.492647058823529,0.674157303370786,1
729,12,185,47,330,90,60.75,27.5,15.4166666666667,185,215,77,79,81,55,0.486486486486487,0.647058823529412,1
817,15,220,70,377,115,54.4666666666667,25.1333333333333,14.6666666666667,219,239,106,106,111,81,0.522727272727273,0.723214285714286,1
475,11,126,52,221,70,43.1818181818182,20.0909090909091,11.4545454545455,126,139,70,71,75,55,0.555555555555556,0.733333333333333,1
790,10,193,71,350,106,79,35,19.3,193,213,101,103,106,79,0.549222797927461,0.738317757009346,1
650,7,152,73,280,93,92.8571428571429,40,21.7142857142857,152,176,95,95,101,72,0.611842105263158,0.75,1
532,6,133,59,245,72,88.6666666666667,40.8333333333333,22.1666666666667,133,148,79,79,82,59,0.541353383458647,0.710843373493976,1
389,6,94,50,164,50,64.8333333333333,27.3333333333333,15.6666666666667,92,105,66,65,69,45,0.531914893617021,0.625,1
588,9,148,71,268,79,65.3333333333333,29.7777777777778,16.4444444444444,148,173,92,92,97,67,0.533783783783784,0.697916666666667,1
561,8,127,65,246,77,70.125,30.75,15.875,127,149,85,85,89,67,0.606299212598425,0.752808988764045,1
795,17,220,68,353,110,46.7647058823529,20.7647058823529,12.9411764705882,215,251,102,103,112,76,0.5,0.678571428571429,1
1002,16,245,81,440,127,62.625,27.5,15.3125,245,274,122,124,128,90,0.518367346938776,0.676691729323308,1
533,10,137,74,243,76,53.3,24.3,13.7,137,149,91,91,93,69,0.554744525547445,0.734042553191489,1
797,18,189,76,351,101,44.2777777777778,19.5,10.5,189,220,109,110,114,88,0.534391534391534,0.739495798319328,1
1194,24,297,106,534,163,49.75,22.25,12.375,297,331,148,149,152,119,0.548821548821549,0.739130434782609,1
653,14,166,54,299,86,46.6428571428571,21.3571428571429,11.8571428571429,166,208,81,83,88,60,0.518072289156627,0.697674418604651,1
766,13,185,82,338,98,58.9230769230769,26,14.2307692307692,183,208,110,108,113,85,0.52972972972973,0.739130434782609,1
346,5,80,43,157,45,69.2,31.4,16,80,85,55,55,56,39,0.5625,0.684210526315789,1
1677,22,366,141,733,209,76.2272727272727,33.3181818181818,16.6363636363636,363,416,194,194,202,161,0.57103825136612,0.78921568627451,1
703,8,174,86,313,90,87.875,39.125,21.75,174,193,107,108,113,79,0.517241379310345,0.705357142857143,1
1310,16,319,86,591,150,81.875,36.9375,19.9375,316,367,136,135,143,106,0.470219435736677,0.711409395973154,1
409,5,93,51,177,53,81.8,35.4,18.6,93,100,64,65,68,48,0.56989247311828,0.716417910447761,1
1252,12,303,125,547,150,104.333333333333,45.5833333333333,25.25,291,329,165,155,169,122,0.495049504950495,0.713450292397661,1
625,7,141,63,285,86,89.2857142857143,40.7142857142857,20.1428571428571,141,152,86,86,90,70,0.609929078014184,0.786516853932584,1
840,26,223,90,365,112,32.3076923076923,14.0384615384615,8.57692307692308,220,276,123,125,135,95,0.502242152466368,0.698529411764706,1
1313,12,323,134,583,156,109.416666666667,48.5833333333333,26.9166666666667,323,373,167,169,174,133,0.48297213622291,0.747191011235955,1
832,17,195,99,364,105,48.9411764705882,21.4117647058824,11.4705882352941,195,225,124,124,130,94,0.538461538461538,0.734375,1
519,10,122,69,222,71,51.9,22.2,12.2,122,143,87,88,95,65,0.581967213114754,0.706521739130435,1
1285,12,282,126,567,151,107.083333333333,47.25,23.5,282,315,156,157,162,129,0.535460992907801,0.791411042944785,1
453,11,111,56,213,75,41.1818181818182,19.3636363636364,10.0909090909091,111,145,74,74,79,57,0.675675675675676,0.74025974025974,1
993,14,265,73,427,121,70.9285714285714,30.5,18.9285714285714,265,299,122,122,127,84,0.456603773584906,0.641221374045801,1
683,10,174,53,287,86,68.3,28.7,17.4,173,190,82,84,90,59,0.494252873563218,0.621052631578947,1
1342,19,351,93,602,160,70.6315789473684,31.6842105263158,18.4736842105263,351,407,147,151,155,111,0.455840455840456,0.680981595092024,1
786,10,178,82,360,97,78.6,36,17.8,177,206,110,110,116,80,0.544943820224719,0.701754385964912,1
363,5,83,42,160,47,72.6,32,16.6,83,93,54,55,57,39,0.566265060240964,0.696428571428571,1
952,10,204,85,421,116,95.2,42.1,20.4,204,244,117,118,125,93,0.568627450980392,0.75609756097561,1
625,17,159,71,286,80,36.7647058823529,16.8235294117647,9.35294117647059,159,181,94,94,101,71,0.50314465408805,0.71,1
621,14,160,56,289,81,44.3571428571429,20.6428571428571,11.4285714285714,160,183,81,82,85,63,0.50625,0.715909090909091,1
874,9,198,85,392,119,97.1111111111111,43.5555555555556,22,198,239,115,116,120,96,0.601010101010101,0.793388429752066,1
375,5,85,50,161,52,75,32.2,17,85,99,65,66,70,45,0.611764705882353,0.642857142857143,1
483,9,120,61,218,60,53.6666666666667,24.2222222222222,13.3333333333333,120,134,79,79,85,51,0.5,0.621951219512195,1
333,3,80,60,145,46,111,48.3333333333333,26.6666666666667,80,90,66,67,71,44,0.575,0.647058823529412,1
840,8,184,97,360,100,105,45,23,184,221,120,120,125,88,0.543478260869565,0.721311475409836,1
444,5,103,56,197,53,88.8,39.4,20.6,103,122,71,71,75,47,0.514563106796116,0.652777777777778,1
384,9,86,52,172,49,42.6666666666667,19.1111111111111,9.55555555555556,86,106,64,64,69,46,0.569767441860465,0.686567164179104,1
359,5,76,37,159,44,71.8,31.8,15.2,75,82,55,54,57,35,0.578947368421053,0.614035087719298,1
287,2,67,37,123,35,143.5,61.5,33.5,67,72,49,49,51,33,0.522388059701492,0.66,1
575,6,120,61,252,68,95.8333333333333,42,20,120,130,80,81,83,59,0.566666666666667,0.710843373493976,1
379,6,107,52,170,44,63.1666666666667,28.3333333333333,17.8333333333333,106,119,65,64,68,42,0.411214953271028,0.626865671641791,1
495,2,112,54,222,67,247.5,111,56,109,125,73,73,79,59,0.598214285714286,0.766233766233766,1
1048,15,239,123,461,127,69.8666666666667,30.7333333333333,15.9333333333333,239,273,146,149,151,117,0.531380753138075,0.735849056603774,1
1520,9,352,116,674,206,168.888888888889,74.8888888888889,39.1111111111111,350,387,166,165,169,137,0.585227272727273,0.805882352941176,1
1677,22,414,143,742,220,76.2272727272727,33.7272727272727,18.8181818181818,410,469,204,202,213,165,0.531400966183575,0.767441860465116,1
702,11,174,64,316,91,63.8181818181818,28.7272727272727,15.8181818181818,173,200,97,96,101,66,0.522988505747126,0.640776699029126,1
1384,10,304,113,611,175,138.4,61.1,30.4,304,344,156,157,163,124,0.575657894736842,0.75609756097561,1
917,14,228,80,405,108,65.5,28.9285714285714,16.2857142857143,225,247,117,115,121,83,0.473684210526316,0.680327868852459,1
1120,16,256,132,484,148,70,30.25,16,255,305,157,164,168,125,0.578125,0.748502994011976,1
539,7,133,52,242,69,77,34.5714285714286,19,132,147,77,76,81,56,0.518796992481203,0.691358024691358,1
516,6,125,60,227,62,86,37.8333333333333,20.8333333333333,125,147,77,80,86,53,0.496,0.630952380952381,1
564,9,126,51,247,74,62.6666666666667,27.4444444444444,14,126,138,76,76,78,58,0.587301587301587,0.716049382716049,1
1075,9,267,99,466,131,119.444444444444,51.7777777777778,29.6666666666667,266,297,139,142,146,105,0.49063670411985,0.709459459459459,1
1025,20,263,87,463,131,51.25,23.15,13.15,263,297,125,128,132,94,0.498098859315589,0.681159420289855,1
860,11,216,77,372,116,78.1818181818182,33.8181818181818,19.6363636363636,214,236,110,110,114,87,0.537037037037037,0.743589743589744,1
874,11,220,98,397,112,79.4545454545455,36.0909090909091,20,220,240,120,122,127,96,0.509090909090909,0.761904761904762,1
764,15,196,71,343,104,50.9333333333333,22.8666666666667,13.0666666666667,195,217,105,105,108,81,0.530612244897959,0.710526315789474,1
1148,29,262,110,508,143,39.5862068965517,17.5172413793103,9.03448275862069,262,307,144,148,150,115,0.545801526717557,0.732484076433121,1
619,12,149,59,268,73,51.5833333333333,22.3333333333333,12.4166666666667,149,170,86,87,89,63,0.48993288590604,0.65625,1
943,16,233,78,410,133,58.9375,25.625,14.5625,233,267,124,125,127,96,0.570815450643777,0.716417910447761,1
973,26,236,85,429,130,37.4230769230769,16.5,9.07692307692308,236,273,117,119,124,92,0.550847457627119,0.73015873015873,1
880,14,213,87,389,104,62.8571428571429,27.7857142857143,15.2142857142857,212,256,117,117,123,86,0.488262910798122,0.699186991869919,1
750,15,193,71,326,89,50,21.7333333333333,12.8666666666667,192,215,104,104,109,71,0.461139896373057,0.628318584070796,1
842,16,201,93,367,104,52.625,22.9375,12.5625,200,235,117,116,120,91,0.517412935323383,0.739837398373984,1
688,18,181,73,306,91,38.2222222222222,17,10.0555555555556,181,203,97,98,101,73,0.502762430939227,0.715686274509804,1
179,9,47,25,76,21,19.8888888888889,8.44444444444444,5.22222222222222,46,55,32,31,33,18,0.446808510638298,0.5625,1
368,7,88,54,152,44,52.5714285714286,21.7142857142857,12.5714285714286,88,105,66,66,70,41,0.5,0.602941176470588,1
671,13,166,65,293,86,51.6153846153846,22.5384615384615,12.7692307692308,164,181,96,95,100,68,0.518072289156627,0.666666666666667,1
679,18,170,88,298,87,37.7222222222222,16.5555555555556,9.44444444444444,169,193,110,111,116,79,0.511764705882353,0.663865546218487,1
688,14,170,84,293,90,49.1428571428571,20.9285714285714,12.1428571428571,169,195,110,110,117,79,0.529411764705882,0.675213675213675,1
1379,21,323,116,587,170,65.6666666666667,27.952380952381,15.3809523809524,323,363,168,173,177,132,0.526315789473684,0.717391304347826,1
617,8,160,72,275,75,77.125,34.375,20,160,178,95,97,101,66,0.46875,0.666666666666667,1
618,7,147,68,261,80,88.2857142857143,37.2857142857143,21,147,161,90,90,92,65,0.54421768707483,0.698924731182796,1
501,11,120,55,217,68,45.5454545454545,19.7272727272727,10.9090909090909,120,133,76,77,79,54,0.566666666666667,0.666666666666667,1
637,10,152,59,282,79,63.7,28.2,15.2,152,175,81,82,86,61,0.519736842105263,0.709302325581395,1
610,7,153,55,256,80,87.1428571428571,36.5714285714286,21.8571428571429,152,164,84,84,88,62,0.522875816993464,0.681318681318681,1
644,14,162,63,267,87,46,19.0714285714286,11.5714285714286,159,181,95,93,100,70,0.537037037037037,0.673076923076923,1
451,9,114,49,198,60,50.1111111111111,22,12.6666666666667,113,136,70,71,75,49,0.526315789473684,0.653333333333333,1
628,6,159,58,282,82,104.666666666667,47,26.5,158,172,83,83,87,62,0.515723270440252,0.71264367816092,1
365,10,93,32,147,38,36.5,14.7,9.3,92,107,48,47,50,28,0.408602150537634,0.56,1
457,10,116,49,191,54,45.7,19.1,11.6,116,128,68,69,72,46,0.46551724137931,0.63013698630137,1
256,8,70,29,113,33,32,14.125,8.75,70,78,43,44,45,27,0.471428571428571,0.5625,1
436,5,115,51,194,56,87.2,38.8,23,115,129,69,71,73,47,0.48695652173913,0.635135135135135,1
784,8,183,81,332,102,98,41.5,22.875,183,197,109,110,112,80,0.557377049180328,0.683760683760684,1
536,9,130,55,236,67,59.5555555555556,26.2222222222222,14.4444444444444,130,145,79,81,83,58,0.515384615384615,0.674418604651163,1
640,8,154,57,271,83,80,33.875,19.25,154,172,84,85,87,62,0.538961038961039,0.681318681318681,1
539,7,126,67,243,65,77,34.7142857142857,18,126,138,82,83,85,61,0.515873015873016,0.693181818181818,1
1078,10,262,95,470,133,107.8,47,26.2,253,295,131,127,134,101,0.50763358778626,0.748148148148148,1
348,6,80,46,146,45,58,24.3333333333333,13.3333333333333,79,96,59,58,63,39,0.5625,0.65,1
432,14,116,54,187,50,30.8571428571429,13.3571428571429,8.28571428571429,114,125,69,68,74,47,0.431034482758621,0.643835616438356,1
382,8,102,34,162,43,47.75,20.25,12.75,100,112,58,57,61,34,0.42156862745098,0.53968253968254,1
563,8,141,61,258,75,70.375,32.25,17.625,141,165,84,87,89,61,0.531914893617021,0.67032967032967,1
716,16,171,69,327,92,44.75,20.4375,10.6875,168,192,98,97,102,79,0.538011695906433,0.724770642201835,1
254,5,55,35,111,37,50.8,22.2,11,54,66,44,43,46,34,0.672727272727273,0.739130434782609,1
698,15,177,60,308,89,46.5333333333333,20.5333333333333,11.8,176,208,88,88,92,64,0.502824858757062,0.673684210526316,1
492,9,142,43,222,67,54.6666666666667,24.6666666666667,15.7777777777778,142,155,63,64,66,43,0.471830985915493,0.641791044776119,1
259,5,64,29,109,33,51.8,21.8,12.8,64,71,41,42,44,26,0.515625,0.590909090909091,1
1074,31,269,92,457,131,34.6451612903226,14.741935483871,8.67741935483871,265,307,134,133,139,93,0.486988847583643,0.636986301369863,1
933,12,210,90,404,114,77.75,33.6666666666667,17.5,205,238,124,120,130,95,0.542857142857143,0.71969696969697,1
362,6,89,43,159,46,60.3333333333333,26.5,14.8333333333333,89,101,52,54,56,41,0.51685393258427,0.719298245614035,1
261,7,64,40,114,34,37.2857142857143,16.2857142857143,9.14285714285714,63,71,49,48,50,33,0.53125,0.647058823529412,1
222,9,56,32,95,26,24.6666666666667,10.5555555555556,6.22222222222222,56,65,40,41,42,23,0.464285714285714,0.560975609756098,1
573,13,146,61,242,70,44.0769230769231,18.6153846153846,11.2307692307692,144,163,85,84,88,59,0.479452054794521,0.655555555555556,1
650,6,118,54,282,71,108.333333333333,47,19.6666666666667,118,134,72,73,77,59,0.601694915254237,0.786666666666667,1
1366,11,301,120,585,154,124.181818181818,53.1818181818182,27.3636363636364,299,324,157,157,162,128,0.511627906976744,0.780487804878049,2
1076,12,244,81,461,130,89.6666666666667,38.4166666666667,20.3333333333333,244,268,112,113,115,87,0.532786885245902,0.73728813559322,2
1480,14,333,112,680,170,105.714285714286,48.5714285714286,23.7857142857143,333,362,152,153,156,125,0.510510510510511,0.791139240506329,2
1319,15,310,88,574,154,87.9333333333333,38.2666666666667,20.6666666666667,310,342,131,135,141,107,0.496774193548387,0.743055555555556,2
542,9,147,65,246,69,60.2222222222222,27.3333333333333,16.3333333333333,147,163,82,83,89,62,0.469387755102041,0.696629213483146,2
466,7,120,62,207,64,66.5714285714286,29.5714285714286,17.1428571428571,119,126,79,79,82,54,0.533333333333333,0.658536585365854,2
717,13,165,85,315,99,55.1538461538462,24.2307692307692,12.6923076923077,165,189,106,107,111,84,0.6,0.756756756756757,2
906,13,223,104,391,120,69.6923076923077,30.0769230769231,17.1538461538462,223,266,137,138,143,103,0.538116591928251,0.715277777777778,2
1140,8,262,109,500,145,142.5,62.5,32.75,261,291,147,149,153,114,0.553435114503817,0.730769230769231,2
643,4,152,68,280,79,160.75,70,38,152,167,90,94,96,66,0.519736842105263,0.680412371134021,2
2200,34,507,147,964,282,64.7058823529412,28.3529411764706,14.9117647058824,507,553,218,221,227,185,0.556213017751479,0.777310924369748,2
1274,19,291,118,550,159,67.0526315789474,28.9473684210526,15.3157894736842,290,323,158,159,162,126,0.54639175257732,0.75,2
1024,7,249,82,453,130,146.285714285714,64.7142857142857,35.5714285714286,247,274,123,123,128,92,0.522088353413655,0.724409448818898,2
892,6,193,64,384,108,148.666666666667,64,32.1666666666667,193,219,97,100,104,75,0.559585492227979,0.728155339805825,2
831,5,190,69,370,108,166.2,74,38,190,206,101,104,106,78,0.568421052631579,0.728971962616822,2
1085,8,240,68,463,131,135.625,57.875,30,240,254,114,115,118,85,0.545833333333333,0.702479338842975,2
594,6,144,73,250,74,99,41.6666666666667,24,144,162,93,94,96,63,0.513888888888889,0.642857142857143,2
811,11,177,93,367,105,73.7272727272727,33.3636363636364,16.0909090909091,177,202,112,113,115,95,0.593220338983051,0.805084745762712,2
630,9,140,68,279,80,70,31,15.5555555555556,137,156,90,87,92,64,0.571428571428571,0.688172043010753,2
602,8,133,57,265,77,75.25,33.125,16.625,133,152,83,83,88,60,0.578947368421053,0.705882352941177,2
749,13,165,72,325,81,57.6153846153846,25,12.6923076923077,163,184,97,96,102,70,0.490909090909091,0.693069306930693,2
1584,18,338,126,683,184,88,37.9444444444444,18.7777777777778,338,378,172,174,179,145,0.544378698224852,0.792349726775956,2
1663,20,378,111,731,204,83.15,36.55,18.9,378,417,165,168,171,140,0.53968253968254,0.795454545454545,2
1496,19,320,115,646,177,78.7368421052632,34,16.8421052631579,318,353,163,163,168,136,0.553125,0.786127167630058,2
1221,16,287,103,529,139,76.3125,33.0625,17.9375,284,309,146,143,148,110,0.484320557491289,0.718954248366013,2
2105,27,467,141,898,246,77.962962962963,33.2592592592593,17.2962962962963,467,507,206,209,213,173,0.526766595289079,0.775784753363229,2
998,14,240,61,451,111,71.2857142857143,32.2142857142857,17.1428571428571,240,283,95,97,103,71,0.4625,0.676190476190476,2
661,8,155,76,296,85,82.625,37,19.375,154,177,97,98,105,69,0.548387096774194,0.669902912621359,2
1345,14,302,112,589,156,96.0714285714286,42.0714285714286,21.5714285714286,302,339,150,154,157,121,0.516556291390728,0.742331288343558,2
1078,12,239,91,459,115,89.8333333333333,38.25,19.9166666666667,239,276,119,122,127,92,0.481171548117155,0.713178294573643,2
1157,19,287,100,507,144,60.8947368421053,26.6842105263158,15.1052631578947,286,332,151,151,159,112,0.501742160278746,0.687116564417178,2
1891,20,408,135,806,222,94.55,40.3,20.4,408,445,193,196,201,161,0.544117647058823,0.78921568627451,2
1286,20,292,127,546,157,64.3,27.3,14.6,292,337,162,163,167,132,0.537671232876712,0.776470588235294,2
1371,6,295,122,591,160,228.5,98.5,49.1666666666667,295,331,158,158,161,130,0.542372881355932,0.792682926829268,2
524,8,118,54,233,64,65.5,29.125,14.75,117,127,71,70,73,55,0.542372881355932,0.753424657534247,2
267,3,60,31,110,33,89,36.6666666666667,20,60,68,41,42,45,28,0.55,0.636363636363636,2
1020,7,225,92,451,120,145.714285714286,64.4285714285714,32.1428571428571,225,259,125,127,130,98,0.533333333333333,0.742424242424242,2
794,7,180,72,350,82,113.428571428571,50,25.7142857142857,180,202,97,98,100,72,0.455555555555556,0.705882352941177,2
626,8,137,70,279,77,78.25,34.875,17.125,137,155,87,88,90,70,0.562043795620438,0.777777777777778,2
983,4,226,88,422,124,245.75,105.5,56.5,226,245,121,123,125,96,0.548672566371681,0.761904761904762,2
1122,6,261,108,475,141,187,79.1666666666667,43.5,261,284,142,144,147,110,0.540229885057471,0.743243243243243,2
994,10,213,110,437,114,99.4,43.7,21.3,213,239,130,131,136,106,0.535211267605634,0.779411764705882,2
1195,11,253,116,531,138,108.636363636364,48.2727272727273,23,253,283,140,143,150,117,0.545454545454545,0.790540540540541,2
1088,12,228,112,493,127,90.6666666666667,41.0833333333333,19,228,257,134,136,140,112,0.557017543859649,0.783216783216783,2
1058,11,246,77,481,121,96.1818181818182,43.7272727272727,22.3636363636364,246,282,113,117,124,94,0.491869918699187,0.752,2
1641,25,388,120,717,203,65.64,28.68,15.52,388,441,183,184,191,139,0.52319587628866,0.72020725388601,2
425,5,96,55,191,58,85,38.2,19.2,96,106,66,67,71,52,0.604166666666667,0.764705882352941,2
490,6,120,46,215,64,81.6666666666667,35.8333333333333,20,120,131,64,64,67,48,0.533333333333333,0.716417910447761,2
946,17,213,97,419,118,55.6470588235294,24.6470588235294,12.5294117647059,207,245,132,127,140,100,0.553990610328638,0.714285714285714,2
662,15,158,75,307,90,44.1333333333333,20.4666666666667,10.5333333333333,158,179,95,96,102,77,0.569620253164557,0.77,2
1069,28,252,97,470,141,38.1785714285714,16.7857142857143,9,251,299,134,135,143,106,0.55952380952381,0.726027397260274,2
563,7,129,75,241,72,80.4285714285714,34.4285714285714,18.4285714285714,129,149,94,94,98,68,0.558139534883721,0.693877551020408,2
1320,9,291,121,587,156,146.666666666667,65.2222222222222,32.3333333333333,291,344,152,153,161,127,0.536082474226804,0.808917197452229,2
834,6,214,80,379,104,139,63.1666666666667,35.6666666666667,214,250,109,110,114,83,0.485981308411215,0.734513274336283,2
766,7,176,60,332,100,109.428571428571,47.4285714285714,25.1428571428571,175,192,91,91,94,67,0.568181818181818,0.705263157894737,2
