Number of Connectives: Mendes Additive Connectives,Number of Connectives: Mendes All Connectives,Number of Connectives: Mendes Causal Connectives,Number of Connectives: Mendes Concessive Connectives,Number of Connectives: Mendes Single-Word Connectives,Number of Connectives: Mendes Temporal Connectives,Cohesive Complexity Feature: Mendes Additive Connectives per Token,Cohesive Complexity Feature: Mendes All Connectives per Token,Cohesive Complexity Feature: Mendes Causal Connectives per Token,Cohesive Complexity Feature: Mendes Concessive Connectives per Token,Cohesive Complexity Feature: Mendes Single-Word Connectives per Connective,Level
8,26,0,0,26,0,0.020151133501259,0.065491183879093,0,0,1,3
14,41,3,0,41,0,0.036649214659686,0.107329842931937,0.007853403141361,0,1,3
11,35,3,0,35,0,0.032448377581121,0.103244837758112,0.008849557522124,0,1,3
22,59,9,1,59,1,0.033282904689864,0.089258698940999,0.013615733736763,0.001512859304085,1,3
5,25,3,0,25,1,0.014164305949009,0.070821529745043,0.008498583569405,0,1,3
1,15,1,0,15,0,0.002801120448179,0.042016806722689,0.002801120448179,0,1,3
30,69,5,0,69,0,0.045454545454546,0.104545454545455,0.007575757575758,0,1,3
2,18,1,1,18,0,0.004950495049505,0.044554455445545,0.002475247524752,0.002475247524752,1,3
5,19,2,0,19,0,0.012853470437018,0.048843187660668,0.005141388174807,0,1,3
5,21,1,0,21,0,0.013404825737265,0.056300268096515,0.002680965147453,0,1,3
4,17,4,0,17,0,0.011049723756906,0.046961325966851,0.011049723756906,0,1,3
4,25,3,0,25,1,0.010989010989011,0.068681318681319,0.008241758241758,0,1,3
6,18,1,0,18,0,0.016042780748663,0.048128342245989,0.002673796791444,0,1,3
1,4,0,0,4,0,0.002631578947368,0.010526315789474,0,0,1,3
3,15,3,0,15,0,0.007594936708861,0.037974683544304,0.007594936708861,0,1,3
8,24,5,0,24,0,0.014545454545455,0.043636363636364,0.009090909090909,0,1,3
5,29,2,0,29,2,0.013020833333333,0.075520833333333,0.005208333333333,0,1,3
12,49,2,0,49,2,0.022099447513812,0.0902394106814,0.003683241252302,0,1,3
9,25,3,1,25,0,0.024725274725275,0.068681318681319,0.008241758241758,0.002747252747253,1,3
10,31,3,0,31,0,0.026666666666667,0.082666666666667,0.008,0,1,3
13,35,2,0,35,0,0.023985239852399,0.064575645756458,0.003690036900369,0,1,3
24,64,8,1,64,0,0.034383954154728,0.091690544412607,0.011461318051576,0.001432664756447,1,3
11,28,1,0,28,1,0.03021978021978,0.076923076923077,0.002747252747253,0,1,3
10,24,2,0,24,1,0.026595744680851,0.063829787234043,0.00531914893617,0,1,3
8,25,1,0,25,0,0.022922636103152,0.07163323782235,0.002865329512894,0,1,3
10,26,1,0,26,3,0.026881720430108,0.06989247311828,0.002688172043011,0,1,3
9,25,1,0,25,1,0.024,0.066666666666667,0.002666666666667,0,1,3
7,28,3,0,28,1,0.019390581717452,0.077562326869806,0.008310249307479,0,1,3
12,28,2,0,28,0,0.030534351145038,0.071246819338422,0.005089058524173,0,1,3
7,29,3,1,29,2,0.018229166666667,0.075520833333333,0.0078125,0.002604166666667,1,3
7,19,0,0,19,0,0.018229166666667,0.049479166666667,0,0,1,3
11,29,2,1,29,0,0.026829268292683,0.070731707317073,0.004878048780488,0.002439024390244,1,3
8,23,3,1,23,0,0.020725388601036,0.059585492227979,0.007772020725389,0.00259067357513,1,3
15,38,5,0,38,2,0.031446540880503,0.079664570230608,0.010482180293501,0,1,3
9,39,6,0,39,0,0.025352112676056,0.109859154929577,0.016901408450704,0,1,3
7,39,4,0,39,0,0.016867469879518,0.093975903614458,0.009638554216867,0,1,3
11,52,7,0,52,1,0.016871165644172,0.079754601226994,0.010736196319018,0,1,3
12,34,5,0,34,0,0.032967032967033,0.093406593406593,0.013736263736264,0,1,3
15,48,5,0,48,1,0.033259423503326,0.106430155210643,0.011086474501109,0,1,3
8,41,2,0,41,0,0.017094017094017,0.087606837606838,0.004273504273504,0,1,3
15,60,7,0,60,0,0.022488755622189,0.089955022488756,0.010494752623688,0,1,3
4,22,1,0,22,2,0.010666666666667,0.058666666666667,0.002666666666667,0,1,3
13,47,2,0,47,2,0.023636363636364,0.085454545454545,0.003636363636364,0,1,3
12,29,1,0,29,1,0.032697547683924,0.079019073569482,0.002724795640327,0,1,3
5,23,5,0,23,1,0.013440860215054,0.061827956989247,0.013440860215054,0,1,3
8,28,4,0,28,1,0.021978021978022,0.076923076923077,0.010989010989011,0,1,3
3,18,1,0,18,0,0.008021390374332,0.048128342245989,0.002673796791444,0,1,3
11,33,3,0,33,0,0.030054644808743,0.09016393442623,0.008196721311475,0,1,3
10,32,2,0,32,0,0.02020202020202,0.064646464646465,0.004040404040404,0,1,3
6,25,4,0,25,0,0.016172506738545,0.067385444743935,0.01078167115903,0,1,3
8,27,2,0,27,0,0.020304568527919,0.068527918781726,0.00507614213198,0,1,3
7,18,0,0,18,1,0.018134715025907,0.046632124352332,0,0,1,3
2,12,1,0,12,0,0.005181347150259,0.031088082901554,0.00259067357513,0,1,3
7,17,5,0,17,0,0.015418502202643,0.037444933920705,0.011013215859031,0,1,3
5,32,0,1,32,0,0.012468827930175,0.079800498753117,0,0.002493765586035,1,3
10,31,3,0,31,0,0.024813895781638,0.076923076923077,0.007444168734491,0,1,3
3,21,1,0,21,0,0.007407407407407,0.051851851851852,0.002469135802469,0,1,3
4,25,2,0,25,0,0.010869565217391,0.067934782608696,0.005434782608696,0,1,3
4,18,0,0,18,0,0.009852216748768,0.044334975369458,0,0,1,3
6,23,0,0,23,0,0.016620498614958,0.063711911357341,0,0,1,3
12,29,1,0,29,1,0.02013422818792,0.048657718120805,0.001677852348993,0,1,3
6,27,2,0,27,1,0.016438356164384,0.073972602739726,0.005479452054795,0,1,3
19,39,1,0,39,0,0.051351351351351,0.105405405405405,0.002702702702703,0,1,3
17,37,1,0,37,1,0.044386422976501,0.096605744125326,0.002610966057441,0,1,3
10,31,2,0,31,0,0.025188916876574,0.07808564231738,0.005037783375315,0,1,3
7,29,6,0,29,0,0.021875,0.090625,0.01875,0,1,3
5,29,5,0,29,1,0.013089005235602,0.075916230366492,0.013089005235602,0,1,3
9,25,1,0,25,0,0.023622047244095,0.065616797900263,0.002624671916011,0,1,3
7,30,2,0,30,0,0.017114914425428,0.073349633251834,0.004889975550122,0,1,3
8,26,3,0,26,0,0.020356234096692,0.066157760814249,0.00763358778626,0,1,3
5,17,2,0,17,0,0.012919896640827,0.043927648578811,0.005167958656331,0,1,3
4,20,3,0,20,0,0.011695906432749,0.058479532163743,0.008771929824561,0,1,3
12,40,1,0,40,0,0.029776674937965,0.099255583126551,0.002481389578164,0,1,3
9,32,4,0,32,0,0.023255813953488,0.082687338501292,0.010335917312662,0,1,3
4,40,4,0,40,0,0.012121212121212,0.121212121212121,0.012121212121212,0,1,3
6,32,3,0,32,2,0.017142857142857,0.091428571428571,0.008571428571429,0,1,3
5,37,3,0,37,0,0.011792452830189,0.087264150943396,0.007075471698113,0,1,3
6,25,3,0,25,0,0.018072289156627,0.075301204819277,0.009036144578313,0,1,3
8,35,2,0,35,1,0.019753086419753,0.08641975308642,0.004938271604938,0,1,3
11,40,2,0,40,2,0.031791907514451,0.115606936416185,0.005780346820809,0,1,3
7,34,3,0,34,1,0.019073569482289,0.092643051771117,0.008174386920981,0,1,3
9,24,3,0,24,0,0.021077283372365,0.056206088992974,0.007025761124122,0,1,3
9,31,0,0,31,1,0.024324324324324,0.083783783783784,0,0,1,3
8,28,3,0,28,0,0.022099447513812,0.077348066298343,0.00828729281768,0,1,3
12,56,3,0,56,1,0.024,0.112,0.006,0,1,3
6,27,3,0,27,0,0.017391304347826,0.078260869565217,0.008695652173913,0,1,3
13,71,5,0,71,3,0.020092735703246,0.109737248840804,0.007727975270479,0,1,3
9,41,1,0,41,1,0.025862068965517,0.117816091954023,0.002873563218391,0,1,3
21,45,4,0,45,3,0.052369077306733,0.112219451371571,0.00997506234414,0,1,3
3,28,2,0,28,0,0.008241758241758,0.076923076923077,0.005494505494505,0,1,3
4,30,4,1,30,2,0.010178117048346,0.076335877862595,0.010178117048346,0.002544529262087,1,3
22,54,4,0,54,0,0.033639143730887,0.08256880733945,0.00611620795107,0,1,3
16,52,4,0,52,2,0.027164685908319,0.088285229202037,0.00679117147708,0,1,3
10,33,1,0,33,0,0.026385224274406,0.087071240105541,0.002638522427441,0,1,3
11,41,3,0,41,0,0.03125,0.116477272727273,0.008522727272727,0,1,3
9,34,3,0,34,0,0.025069637883008,0.094707520891365,0.008356545961003,0,1,3
11,35,2,0,35,3,0.03021978021978,0.096153846153846,0.005494505494505,0,1,3
15,63,5,0,63,0,0.027422303473492,0.115173674588665,0.009140767824497,0,1,3
5,40,2,0,40,0,0.014285714285714,0.114285714285714,0.005714285714286,0,1,3
18,36,0,1,36,0,0.044444444444444,0.088888888888889,0,0.002469135802469,1,3
11,50,6,0,50,3,0.027638190954774,0.125628140703518,0.015075376884422,0,1,3
13,43,0,0,43,1,0.031862745098039,0.105392156862745,0,0,1,3
11,44,2,0,44,3,0.025287356321839,0.101149425287356,0.004597701149425,0,1,3
12,43,3,0,43,1,0.03448275862069,0.123563218390805,0.008620689655172,0,1,3
6,37,1,0,37,1,0.015037593984962,0.092731829573935,0.00250626566416,0,1,3
10,32,1,0,32,1,0.027624309392265,0.088397790055249,0.002762430939227,0,1,3
9,41,3,0,41,2,0.01792828685259,0.081673306772908,0.00597609561753,0,1,3
9,28,1,0,28,0,0.025,0.077777777777778,0.002777777777778,0,1,3
4,39,3,0,39,0,0.007407407407407,0.072222222222222,0.005555555555556,0,1,3
10,36,1,1,36,0,0.028490028490029,0.102564102564103,0.002849002849003,0.002849002849003,1,3
7,25,1,0,25,0,0.019718309859155,0.070422535211268,0.002816901408451,0,1,3
10,40,5,0,40,0,0.024752475247525,0.099009900990099,0.012376237623762,0,1,3
18,56,6,0,56,2,0.028708133971292,0.089314194577353,0.009569377990431,0,1,3
13,38,2,0,38,0,0.034666666666667,0.101333333333333,0.005333333333333,0,1,3
14,28,4,1,28,0,0.041420118343195,0.082840236686391,0.011834319526627,0.002958579881657,1,3
15,46,5,0,46,0,0.042134831460674,0.129213483146067,0.014044943820225,0,1,3
6,39,0,0,39,1,0.016085790884719,0.10455764075067,0,0,1,3
5,33,2,3,33,1,0.013089005235602,0.086387434554974,0.005235602094241,0.007853403141361,1,3
13,30,2,0,30,0,0.027542372881356,0.063559322033898,0.004237288135593,0,1,3
17,46,3,0,46,0,0.040572792362769,0.109785202863962,0.007159904534606,0,1,3
12,35,3,0,35,0,0.032085561497326,0.093582887700535,0.008021390374332,0,1,3
14,28,1,0,28,0,0.040114613180516,0.080229226361032,0.002865329512894,0,1,3
15,37,4,0,37,1,0.031982942430704,0.078891257995736,0.008528784648188,0,1,3
8,36,1,0,36,1,0.023460410557185,0.105571847507331,0.002932551319648,0,1,3
7,27,3,0,27,3,0.020648967551622,0.079646017699115,0.008849557522124,0,1,3
12,34,4,0,34,0,0.031496062992126,0.089238845144357,0.010498687664042,0,1,3
10,38,4,0,38,3,0.026109660574413,0.099216710182768,0.010443864229765,0,1,3
8,36,2,0,36,0,0.02247191011236,0.101123595505618,0.00561797752809,0,1,3
9,30,2,0,30,0,0.023746701846966,0.079155672823219,0.005277044854881,0,1,3
4,30,2,0,30,2,0.010610079575597,0.079575596816976,0.005305039787798,0,1,3
11,28,0,0,28,2,0.03125,0.079545454545455,0,0,1,3
6,24,1,0,24,1,0.016901408450704,0.067605633802817,0.002816901408451,0,1,3
3,22,2,0,22,2,0.008152173913043,0.059782608695652,0.005434782608696,0,1,3
11,59,3,0,59,2,0.023206751054852,0.124472573839662,0.006329113924051,0,1,3
10,35,0,0,35,5,0.027472527472528,0.096153846153846,0,0,1,3
6,31,2,0,31,1,0.016713091922006,0.086350974930362,0.005571030640669,0,1,3
10,30,1,0,30,0,0.026666666666667,0.08,0.002666666666667,0,1,3
9,30,1,0,30,1,0.025280898876405,0.084269662921348,0.002808988764045,0,1,3
8,25,2,0,25,1,0.020408163265306,0.063775510204082,0.005102040816327,0,1,3
8,30,2,0,30,0,0.022160664819945,0.083102493074792,0.005540166204986,0,1,3
13,33,4,0,33,1,0.036827195467422,0.093484419263456,0.011331444759207,0,1,3
11,15,2,0,15,0,0.020183486238532,0.027522935779817,0.003669724770642,0,1,3
14,64,6,0,64,0,0.022364217252396,0.10223642172524,0.009584664536741,0,1,3
18,39,3,0,39,1,0.047120418848168,0.102094240837696,0.007853403141361,0,1,3
12,33,2,0,33,0,0.029556650246305,0.08128078817734,0.004926108374384,0,1,3
12,39,1,0,39,0,0.02962962962963,0.096296296296296,0.002469135802469,0,1,3
9,30,3,0,30,0,0.025862068965517,0.086206896551724,0.008620689655172,0,1,3
14,70,9,1,70,2,0.021705426356589,0.108527131782946,0.013953488372093,0.001550387596899,1,3
18,35,5,0,35,1,0.045685279187817,0.088832487309645,0.012690355329949,0,1,3
14,36,1,3,36,0,0.036649214659686,0.094240837696335,0.00261780104712,0.007853403141361,1,3
15,38,4,2,38,0,0.040983606557377,0.103825136612022,0.010928961748634,0.005464480874317,1,3
18,34,3,0,34,3,0.051136363636364,0.096590909090909,0.008522727272727,0,1,3
26,40,3,1,40,0,0.057522123893805,0.088495575221239,0.006637168141593,0.002212389380531,1,3
20,38,3,0,38,0,0.051150895140665,0.097186700767263,0.0076726342711,0,1,3
18,45,6,2,45,1,0.039301310043668,0.09825327510917,0.013100436681223,0.004366812227074,1,3
13,32,4,0,32,0,0.032019704433498,0.078817733990148,0.009852216748768,0,1,3
9,23,5,0,23,1,0.023376623376623,0.05974025974026,0.012987012987013,0,1,3
10,26,2,0,26,0,0.027472527472528,0.071428571428571,0.005494505494505,0,1,3
16,34,3,1,34,0,0.043243243243243,0.091891891891892,0.008108108108108,0.002702702702703,1,3
14,40,6,1,40,0,0.033492822966507,0.095693779904306,0.014354066985646,0.002392344497608,1,3
18,38,5,0,38,0,0.041570438799076,0.087759815242494,0.011547344110855,0,1,3
13,24,1,0,24,0,0.035911602209945,0.066298342541437,0.002762430939227,0,1,3
6,37,2,0,37,2,0.016620498614958,0.102493074792244,0.005540166204986,0,1,3
16,24,1,0,24,0,0.038277511961723,0.057416267942584,0.002392344497608,0,1,3
16,41,7,0,41,0,0.039408866995074,0.100985221674877,0.017241379310345,0,1,3
13,31,1,0,31,0,0.033505154639175,0.079896907216495,0.002577319587629,0,1,3
10,27,4,0,27,1,0.024813895781638,0.066997518610422,0.009925558312655,0,1,3
22,41,5,0,41,0,0.033639143730887,0.062691131498471,0.007645259938838,0,1,3
11,29,0,0,29,0,0.031884057971015,0.084057971014493,0,0,1,3
15,34,4,0,34,0,0.036144578313253,0.081927710843374,0.009638554216867,0,1,3
8,29,2,0,29,2,0.022038567493113,0.079889807162534,0.005509641873278,0,1,3
6,64,9,0,64,2,0.01123595505618,0.119850187265918,0.01685393258427,0,1,3
2,9,3,0,9,0,0.005305039787798,0.023872679045093,0.007957559681698,0,1,3
7,26,4,0,26,4,0.020710059171598,0.076923076923077,0.011834319526627,0,1,3
17,53,9,0,53,0,0.029159519725558,0.090909090909091,0.015437392795883,0,1,3
17,56,4,0,56,3,0.027156549520767,0.089456869009585,0.006389776357827,0,1,3
18,36,1,0,36,1,0.049861495844875,0.099722991689751,0.002770083102493,0,1,3
7,36,2,0,36,1,0.020958083832335,0.107784431137725,0.005988023952096,0,1,3
9,34,6,0,34,0,0.021028037383178,0.079439252336449,0.014018691588785,0,1,3
13,33,4,0,33,0,0.032178217821782,0.081683168316832,0.00990099009901,0,1,3
13,41,4,0,41,0,0.020092735703246,0.063369397217929,0.006182380216383,0,1,3
20,43,2,0,43,1,0.034722222222222,0.074652777777778,0.003472222222222,0,1,3
13,31,3,0,31,0,0.03485254691689,0.083109919571046,0.008042895442359,0,1,3
6,30,2,0,30,1,0.01027397260274,0.051369863013699,0.003424657534247,0,1,3
6,17,0,0,17,0,0.015424164524422,0.043701799485861,0,0,1,3
8,40,2,0,40,4,0.021164021164021,0.105820105820106,0.005291005291005,0,1,3
18,41,7,0,41,0,0.030612244897959,0.069727891156463,0.011904761904762,0,1,3
10,52,2,0,52,1,0.016778523489933,0.087248322147651,0.003355704697987,0,1,3
11,52,5,0,52,1,0.021400778210117,0.101167315175097,0.009727626459144,0,1,3
4,35,0,0,35,6,0.009237875288684,0.080831408775982,0,0,1,3
24,47,3,0,47,0,0.043165467625899,0.084532374100719,0.005395683453237,0,1,3
8,30,2,0,30,1,0.019512195121951,0.073170731707317,0.004878048780488,0,1,3
8,29,6,0,29,0,0.019607843137255,0.071078431372549,0.014705882352941,0,1,3
16,51,8,0,51,0,0.029962546816479,0.095505617977528,0.01498127340824,0,1,3
17,39,3,0,39,1,0.029616724738676,0.06794425087108,0.005226480836237,0,1,3
10,27,3,0,27,0,0.025445292620865,0.068702290076336,0.00763358778626,0,1,3
12,22,2,0,22,0,0.036036036036036,0.066066066066066,0.006006006006006,0,1,3
4,18,3,0,18,0,0.011494252873563,0.051724137931035,0.008620689655172,0,1,3
10,44,9,0,44,0,0.021459227467811,0.094420600858369,0.01931330472103,0,1,3
8,24,1,0,24,0,0.021164021164021,0.063492063492064,0.002645502645503,0,1,3
9,30,2,0,30,2,0.026086956521739,0.08695652173913,0.005797101449275,0,1,3
11,62,6,0,62,5,0.025287356321839,0.142528735632184,0.013793103448276,0,1,3
19,47,4,0,47,0,0.032590051457976,0.080617495711835,0.006861063464837,0,1,3
12,33,3,0,33,0,0.028571428571429,0.078571428571429,0.007142857142857,0,1,3
9,24,4,0,24,0,0.017892644135189,0.047713717693837,0.007952286282306,0,1,3
8,39,5,0,39,0,0.017777777777778,0.086666666666667,0.011111111111111,0,1,3
10,69,5,0,69,1,0.017301038062284,0.119377162629758,0.008650519031142,0,1,3
13,59,6,0,59,1,0.023765996343693,0.107861060329068,0.010968921389397,0,1,3
10,31,4,0,31,2,0.027397260273973,0.084931506849315,0.010958904109589,0,1,3
21,71,6,1,71,4,0.037234042553192,0.125886524822695,0.01063829787234,0.00177304964539,1,3
16,45,5,0,45,2,0.031936127744511,0.089820359281437,0.00998003992016,0,1,3
11,34,2,0,34,0,0.030898876404494,0.095505617977528,0.00561797752809,0,1,4
14,35,2,0,35,2,0.038251366120219,0.095628415300546,0.005464480874317,0,1,4
11,47,4,0,47,4,0.022222222222222,0.094949494949495,0.008080808080808,0,1,4
9,39,4,0,39,1,0.01792828685259,0.077689243027888,0.00796812749004,0,1,4
11,68,2,0,68,3,0.016742770167428,0.103500761035008,0.003044140030441,0,1,4
10,44,4,0,44,0,0.019193857965451,0.084452975047985,0.00767754318618,0,1,4
2,21,1,0,21,2,0.005899705014749,0.061946902654867,0.002949852507375,0,1,4
9,57,1,0,57,1,0.015789473684211,0.1,0.001754385964912,0,1,4
3,38,3,0,38,6,0.008130081300813,0.102981029810298,0.008130081300813,0,1,4
13,35,1,0,35,1,0.028888888888889,0.077777777777778,0.002222222222222,0,1,4
12,31,1,0,31,0,0.025641025641026,0.066239316239316,0.002136752136752,0,1,4
19,33,1,0,33,0,0.053370786516854,0.092696629213483,0.002808988764045,0,1,4
8,31,5,0,31,1,0.019464720194647,0.075425790754258,0.012165450121655,0,1,4
10,29,0,0,29,1,0.021231422505308,0.061571125265393,0,0,1,4
12,36,3,0,36,0,0.027649769585254,0.08294930875576,0.006912442396313,0,1,4
18,42,0,0,42,1,0.033395176252319,0.077922077922078,0,0,1,4
17,44,0,0,44,1,0.030249110320285,0.078291814946619,0,0,1,4
10,41,2,1,41,2,0.020661157024793,0.084710743801653,0.004132231404959,0.002066115702479,1,4
5,21,3,0,21,0,0.014285714285714,0.06,0.008571428571429,0,1,4
8,45,3,0,45,2,0.016129032258065,0.090725806451613,0.006048387096774,0,1,4
6,17,1,0,17,1,0.015189873417722,0.043037974683544,0.00253164556962,0,1,4
11,60,6,0,60,4,0.019538188277087,0.106571936056838,0.010657193605684,0,1,4
15,38,2,0,38,1,0.034883720930233,0.088372093023256,0.004651162790698,0,1,4
13,45,7,0,45,2,0.020866773675762,0.07223113964687,0.01123595505618,0,1,4
9,25,1,0,25,1,0.020408163265306,0.056689342403628,0.002267573696145,0,1,4
18,61,2,0,61,1,0.029315960912052,0.099348534201954,0.003257328990228,0,1,4
10,45,3,0,45,3,0.01984126984127,0.089285714285714,0.005952380952381,0,1,4
8,38,3,0,38,1,0.020408163265306,0.096938775510204,0.00765306122449,0,1,4
14,31,2,0,31,0,0.034063260340633,0.075425790754258,0.004866180048662,0,1,4
22,55,3,0,55,1,0.040072859744991,0.100182149362477,0.005464480874317,0,1,4
5,43,3,0,43,0,0.010660980810235,0.091684434968017,0.006396588486141,0,1,4
5,41,6,0,41,1,0.010752688172043,0.088172043010753,0.012903225806452,0,1,4
8,59,2,0,59,5,0.011644832605531,0.085880640465793,0.002911208151383,0,1,4
2,40,5,0,40,0,0.004705882352941,0.094117647058824,0.011764705882353,0,1,4
2,40,3,0,40,3,0.004395604395604,0.087912087912088,0.006593406593407,0,1,4
16,41,1,0,41,0,0.030710172744722,0.078694817658349,0.001919385796545,0,1,4
7,28,5,0,28,0,0.018469656992084,0.073878627968338,0.013192612137203,0,1,4
13,60,4,0,60,2,0.019461077844311,0.089820359281437,0.005988023952096,0,1,4
10,32,3,0,32,1,0.027173913043478,0.08695652173913,0.008152173913043,0,1,4
9,44,1,0,44,0,0.018789144050104,0.091858037578288,0.002087682672234,0,1,4
23,51,3,0,51,0,0.039451114922813,0.087478559176672,0.005145797598628,0,1,4
6,50,1,0,50,5,0.012578616352201,0.10482180293501,0.0020964360587,0,1,4
1,24,2,0,24,0,0.002717391304348,0.065217391304348,0.005434782608696,0,1,4
13,32,4,0,32,1,0.032581453634085,0.080200501253133,0.010025062656642,0,1,4
10,54,5,0,54,2,0.016638935108153,0.089850249584027,0.008319467554077,0,1,4
8,35,4,0,35,1,0.017391304347826,0.076086956521739,0.008695652173913,0,1,4
14,48,4,0,48,0,0.02540834845735,0.087114337568058,0.007259528130672,0,1,4
12,47,4,0,47,2,0.018264840182648,0.071537290715373,0.006088280060883,0,1,4
13,45,2,0,45,2,0.022530329289428,0.077989601386482,0.003466204506066,0,1,4
8,26,2,0,26,0,0.020460358056266,0.066496163682865,0.005115089514067,0,1,4
19,55,4,0,55,0,0.038696537678208,0.112016293279022,0.008146639511202,0,1,4
9,36,3,0,36,1,0.016157989228007,0.064631956912029,0.005385996409336,0,1,4
6,22,2,0,22,0,0.016085790884719,0.058981233243968,0.005361930294906,0,1,4
8,35,2,0,35,0,0.020725388601036,0.090673575129534,0.005181347150259,0,1,4
10,25,1,0,25,0,0.028169014084507,0.070422535211268,0.002816901408451,0,1,4
15,36,1,0,36,0,0.032397408207343,0.077753779697624,0.002159827213823,0,1,4
5,28,1,0,28,0,0.013736263736264,0.076923076923077,0.002747252747253,0,1,4
11,44,5,0,44,0,0.021359223300971,0.085436893203884,0.009708737864078,0,1,4
7,25,1,0,25,1,0.019830028328612,0.070821529745043,0.002832861189802,0,1,4
14,38,0,0,38,1,0.033096926713948,0.08983451536643,0,0,1,4
9,40,4,0,40,1,0.019396551724138,0.086206896551724,0.008620689655172,0,1,4
6,35,5,0,35,0,0.012578616352201,0.073375262054507,0.010482180293501,0,1,4
9,56,6,3,56,2,0.014754098360656,0.091803278688525,0.00983606557377,0.004918032786885,1,4
13,45,0,0,45,1,0.025242718446602,0.087378640776699,0,0,1,4
13,47,5,0,47,1,0.023550724637681,0.085144927536232,0.009057971014493,0,1,4
14,45,2,1,45,2,0.035264483627204,0.113350125944584,0.005037783375315,0.002518891687657,1,4
5,35,6,0,35,0,0.014005602240896,0.098039215686275,0.016806722689076,0,1,4
12,59,5,0,59,2,0.027334851936219,0.134396355353075,0.011389521640091,0,1,4
13,32,2,0,32,1,0.026156941649899,0.064386317907445,0.004024144869215,0,1,4
11,38,3,1,38,2,0.02540415704388,0.087759815242494,0.006928406466513,0.002309468822171,1,4
23,59,2,0,59,2,0.039861351819757,0.102253032928943,0.003466204506066,0,1,4
19,45,2,0,45,0,0.032094594594595,0.076013513513514,0.003378378378378,0,1,4
5,26,2,0,26,0,0.013297872340426,0.069148936170213,0.00531914893617,0,1,4
7,47,3,1,47,2,0.012152777777778,0.081597222222222,0.005208333333333,0.001736111111111,1,4
5,32,2,0,32,3,0.011160714285714,0.071428571428571,0.004464285714286,0,1,4
13,41,0,0,41,2,0.024574669187146,0.077504725897921,0,0,1,4
12,40,3,0,40,0,0.026726057906459,0.089086859688196,0.006681514476615,0,1,4
11,24,5,0,24,0,0.027707808564232,0.060453400503778,0.012594458438287,0,1,4
9,45,6,0,45,0,0.018255578093306,0.091277890466531,0.012170385395538,0,1,4
13,50,1,0,50,1,0.021630615640599,0.083194675540765,0.001663893510815,0,1,4
15,55,4,0,55,2,0.032679738562092,0.119825708061002,0.008714596949891,0,1,4
7,29,1,0,29,1,0.019718309859155,0.08169014084507,0.002816901408451,0,1,4
10,28,3,1,28,0,0.028328611898017,0.079320113314448,0.008498583569405,0.002832861189802,1,4
13,44,4,1,44,1,0.031476997578693,0.106537530266344,0.009685230024213,0.002421307506053,1,4
16,67,5,0,67,0,0.037914691943128,0.158767772511848,0.011848341232228,0,1,4
6,34,4,0,34,0,0.015915119363395,0.090185676392573,0.010610079575597,0,1,4
10,34,6,0,34,1,0.02247191011236,0.076404494382023,0.013483146067416,0,1,4
13,50,3,0,50,2,0.033333333333333,0.128205128205128,0.007692307692308,0,1,4
5,45,3,0,45,0,0.012820512820513,0.115384615384615,0.007692307692308,0,1,4
8,45,6,0,45,2,0.020408163265306,0.114795918367347,0.01530612244898,0,1,4
8,29,4,0,29,0,0.02,0.0725,0.01,0,1,4
7,35,0,0,35,1,0.017632241813602,0.08816120906801,0,0,1,4
7,40,6,0,40,0,0.016867469879518,0.096385542168675,0.014457831325301,0,1,4
13,50,2,0,50,0,0.022927689594356,0.088183421516755,0.00352733686067,0,1,4
11,48,6,0,48,1,0.018333333333333,0.08,0.01,0,1,4
7,37,2,0,37,1,0.016393442622951,0.086651053864169,0.004683840749415,0,1,4
12,41,1,0,41,0,0.032,0.109333333333333,0.002666666666667,0,1,4
4,19,1,0,19,0,0.009756097560976,0.046341463414634,0.002439024390244,0,1,4
9,30,2,0,30,0,0.021377672209026,0.07125890736342,0.004750593824228,0,1,4
8,20,0,0,20,0,0.019704433497537,0.049261083743842,0,0,1,4
10,38,5,0,38,1,0.024752475247525,0.094059405940594,0.012376237623762,0,1,4
6,31,1,0,31,3,0.014851485148515,0.076732673267327,0.002475247524752,0,1,4
6,33,2,0,33,0,0.015584415584416,0.085714285714286,0.005194805194805,0,1,4
16,37,1,1,37,1,0.039119804400978,0.090464547677262,0.002444987775061,0.002444987775061,1,4
5,22,1,0,22,1,0.012531328320802,0.055137844611529,0.00250626566416,0,1,4
6,14,0,0,14,0,0.016129032258065,0.037634408602151,0,0,1,4
7,20,1,0,20,1,0.019230769230769,0.054945054945055,0.002747252747253,0,1,4
9,20,2,0,20,0,0.023684210526316,0.052631578947368,0.005263157894737,0,1,4
7,20,1,0,20,2,0.018918918918919,0.054054054054054,0.002702702702703,0,1,4
4,24,1,0,24,5,0.011363636363636,0.068181818181818,0.002840909090909,0,1,4
18,48,8,0,48,0,0.038709677419355,0.103225806451613,0.017204301075269,0,1,4
19,50,5,0,50,0,0.032258064516129,0.084889643463497,0.00848896434635,0,1,4
12,52,1,0,52,6,0.020100502512563,0.087102177554439,0.001675041876047,0,1,4
10,40,2,0,40,2,0.016366612111293,0.065466448445172,0.003273322422259,0,1,4
9,49,2,0,49,0,0.018789144050104,0.102296450939457,0.004175365344468,0,1,4
11,31,1,0,31,0,0.017857142857143,0.050324675324675,0.001623376623377,0,1,4
28,68,3,0,68,0,0.046128500823723,0.112026359143328,0.00494233937397,0,1,4
